player_uid,role,sample_size_text,data_completeness_score,match_confidence,positive_driver_1,positive_driver_2,negative_driver_1,negative_driver_2,warning_text
h_810089,hitters,52 plate events / 8 BBE,25,0.95,Impact score 15.3,P90 EV wood-adj 94.1,Whiff rate 37.5%,Chase rate 34.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_800667,hitters,26 plate events / 1 BBE,11.538461538461547,0.95,Impact score 1,P90 EV wood-adj 39,Whiff rate 25%,Chase rate 0%,Data completeness warning: review missing critical fields before trusting the board score.
h_807297,hitters,33 plate events / 3 BBE,27.272727272727266,0.95,Impact score 3.5,P90 EV wood-adj 83.3,Whiff rate 23.5%,Chase rate 31.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000149411,hitters,31 plate events / 4 BBE,22.58064516129032,0.95,Impact score 10.9,P90 EV wood-adj 90.1,Whiff rate 41.7%,Chase rate 20%,One-season-only warning: no prior season trend context available.
h_802002,hitters,26 plate events / 3 BBE,19.230769230769226,0.95,Impact score 2.6,P90 EV wood-adj 88.7,Whiff rate 28.6%,Chase rate 6.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000322759,hitters,31 plate events / 5 BBE,25.80645161290323,0.95,Impact score 8.8,P90 EV wood-adj 91.6,Whiff rate 26.7%,Chase rate 35.3%,One-season-only warning: no prior season trend context available.
h_1000266900,hitters,58 plate events / 10 BBE,27.58620689655173,0.95,Impact score 3,P90 EV wood-adj 82.2,Whiff rate 25%,Chase rate 27%,One-season-only warning: no prior season trend context available.
h_690962,hitters,64 plate events / 10 BBE,23.4375,0.95,Impact score 8.5,P90 EV wood-adj 86.8,Whiff rate 30.8%,Chase rate 25.6%,One-season-only warning: no prior season trend context available.
h_823455,hitters,34 plate events / 7 BBE,35.294117647058826,0.95,Impact score 3,P90 EV wood-adj 88.4,Whiff rate 23.5%,Chase rate 33.3%,One-season-only warning: no prior season trend context available.
h_838379,hitters,25 plate events / 4 BBE,20,0.95,Impact score 3.7,P90 EV wood-adj 81.3,Whiff rate 20%,Chase rate 38.9%,One-season-only warning: no prior season trend context available.
h_815788,hitters,46 plate events / 5 BBE,19.565217391304344,0.95,Impact score 6.6,P90 EV wood-adj 90.1,Whiff rate 30.8%,Chase rate 18.5%,One-season-only warning: no prior season trend context available.
h_1000128342,hitters,42 plate events / 7 BBE,26.19047619047619,0.95,Impact score 7.5,P90 EV wood-adj 91.5,Whiff rate 26.3%,Chase rate 38.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000188495,hitters,39 plate events / 2 BBE,17.948717948717956,0.95,Impact score 9.8,P90 EV wood-adj 82.5,Whiff rate 42.9%,Chase rate 19.2%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000459703,hitters,33 plate events / 5 BBE,18.181818181818173,0.95,Impact score 13,P90 EV wood-adj 92.6,Whiff rate 41.7%,Chase rate 23.5%,One-season-only warning: no prior season trend context available.
h_702626,hitters,28 plate events / 3 BBE,28.57142857142857,0.95,Impact score 7.5,P90 EV wood-adj 82.7,Whiff rate 27.3%,Chase rate 33.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_10108532,hitters,29 plate events / 2 BBE,10.34482758620689,0.95,Impact score 3.4,P90 EV wood-adj 91.2,Whiff rate 28.6%,Chase rate 12.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_703509,hitters,28 plate events / 3 BBE,21.42857142857143,0.95,Impact score 4.7,P90 EV wood-adj 83.7,Whiff rate 30%,Chase rate 16.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_10077967,hitters,26 plate events / 6 BBE,19.230769230769226,0.95,Impact score 12.4,P90 EV wood-adj 94.7,Whiff rate 30%,Chase rate 37.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000150061,hitters,26 plate events / 5 BBE,26.923076923076934,0.95,Impact score 4.9,P90 EV wood-adj 91.4,Whiff rate 23.1%,Chase rate 46.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000261909,hitters,32 plate events / 1 BBE,9.375,0.95,Impact score 8.5,P90 EV wood-adj 78.7,Whiff rate 33.3%,Chase rate 23.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_830628,hitters,52 plate events / 4 BBE,11.538461538461547,0.95,Impact score 8,P90 EV wood-adj 91.8,Whiff rate 46.7%,Chase rate 13.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_10091036,hitters,37 plate events / 3 BBE,16.21621621621621,0.95,Impact score 1.6,P90 EV wood-adj 76.9,Whiff rate 28.6%,Chase rate 15%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000230079,hitters,28 plate events / 6 BBE,21.42857142857143,0.95,Impact score 16.6,P90 EV wood-adj 95.5,Whiff rate 38.5%,Chase rate 40%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000092153,hitters,41 plate events / 9 BBE,24.390243902439025,0.95,Impact score 8.9,P90 EV wood-adj 89.3,Whiff rate 28.6%,Chase rate 44%,Data completeness warning: review missing critical fields before trusting the board score.
h_838951,hitters,38 plate events / 4 BBE,10.526315789473685,0.95,Impact score 9.7,P90 EV wood-adj 90,Whiff rate 42.9%,Chase rate 19.2%,One-season-only warning: no prior season trend context available.
h_1000208244,hitters,28 plate events / 3 BBE,35.71428571428571,0.95,Impact score 1,P90 EV wood-adj 78,Whiff rate 25%,Chase rate 30.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000100233,hitters,30 plate events / 4 BBE,20,0.95,Impact score 5.4,P90 EV wood-adj 89.9,Whiff rate 33.3%,Chase rate 15%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000052092,hitters,37 plate events / 4 BBE,29.729729729729726,0.95,Impact score 1.3,P90 EV wood-adj 82.2,Whiff rate 22.2%,Chase rate 34.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000088589,hitters,27 plate events / 3 BBE,22.222222222222214,0.95,Impact score 15.7,P90 EV wood-adj 87.7,Whiff rate 45.5%,Chase rate 35.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_10876821,hitters,40 plate events / 3 BBE,15,0.95,Impact score 10.3,P90 EV wood-adj 90.5,Whiff rate 46.2%,Chase rate 20.7%,One-season-only warning: no prior season trend context available.
h_10149538,hitters,31 plate events / 2 BBE,25.80645161290323,0.95,Impact score 13.2,P90 EV wood-adj 85.4,Whiff rate 37.5%,Chase rate 37.5%,One-season-only warning: no prior season trend context available.
h_1000128701,hitters,29 plate events / 2 BBE,20.689655172413794,0.95,Impact score 5,P90 EV wood-adj 90.4,Whiff rate 25%,Chase rate 30%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000137884,hitters,25 plate events / 3 BBE,16,0.95,Impact score 1.1,P90 EV wood-adj 84,Whiff rate 28.6%,Chase rate 13.3%,One-season-only warning: no prior season trend context available.
h_10047260,hitters,26 plate events / 3 BBE,26.923076923076934,0.95,Impact score 11.7,P90 EV wood-adj 91.4,Whiff rate 42.9%,Chase rate 52.9%,Data completeness warning: review missing critical fields before trusting the board score.
h_10045912,hitters,25 plate events / 3 BBE,16,0.95,Impact score 6,P90 EV wood-adj 84.3,Whiff rate 25%,Chase rate 35.7%,One-season-only warning: no prior season trend context available.
h_821437,hitters,32 plate events / 3 BBE,12.5,0.95,Impact score 5.6,P90 EV wood-adj 87.7,Whiff rate 37.5%,Chase rate 10%,One-season-only warning: no prior season trend context available.
h_1000079927,hitters,50 plate events / 8 BBE,30,0.95,Impact score 7,P90 EV wood-adj 89.2,Whiff rate 29.2%,Chase rate 39.3%,One-season-only warning: no prior season trend context available.
h_1000072115,hitters,32 plate events / 2 BBE,18.75,0.95,Impact score 2.1,P90 EV wood-adj 78.2,Whiff rate 33.3%,Chase rate 14.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_813188,hitters,33 plate events / 4 BBE,18.181818181818173,0.95,Impact score 5.2,P90 EV wood-adj 91.3,Whiff rate 40%,Chase rate 5.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000110618,hitters,35 plate events / 2 BBE,17.14285714285714,0.95,Impact score 7.6,P90 EV wood-adj 80,Whiff rate 43.8%,Chase rate 20%,Data completeness warning: review missing critical fields before trusting the board score.
h_10012651,hitters,56 plate events / 5 BBE,19.64285714285714,0.95,Impact score 10.5,P90 EV wood-adj 93.6,Whiff rate 42.9%,Chase rate 25%,Data completeness warning: review missing critical fields before trusting the board score.
h_834239,hitters,32 plate events / 4 BBE,25,0.95,Impact score 6.1,P90 EV wood-adj 88.6,Whiff rate 26.7%,Chase rate 37.5%,One-season-only warning: no prior season trend context available.
h_1000383847,hitters,35 plate events / 2 BBE,14.285714285714292,0.95,Impact score 4.5,P90 EV wood-adj 91.7,Whiff rate 33.3%,Chase rate 16%,One-season-only warning: no prior season trend context available.
h_1000192771,hitters,36 plate events / 4 BBE,19.444444444444443,0.95,Impact score 11.6,P90 EV wood-adj 94.8,Whiff rate 35.3%,Chase rate 31.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_695709,hitters,60 plate events / 9 BBE,21.66666666666667,0.95,Impact score 1,P90 EV wood-adj 85.5,Whiff rate 28.6%,Chase rate 17.9%,One-season-only warning: no prior season trend context available.
h_815428,hitters,56 plate events / 8 BBE,26.785714285714292,0.95,Impact score 12.3,P90 EV wood-adj 93.6,Whiff rate 43.3%,Chase rate 39.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_62716,hitters,50 plate events / 4 BBE,18,0.95,Impact score 1,P90 EV wood-adj 83.8,Whiff rate 29.4%,Chase rate 7.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_803173,hitters,30 plate events / 2 BBE,10,0.95,Impact score 11.2,P90 EV wood-adj 94.7,Whiff rate 50%,Chase rate 23.5%,One-season-only warning: no prior season trend context available.
h_1000118824,hitters,43 plate events / 7 BBE,18.604651162790702,0.95,Impact score 8.8,P90 EV wood-adj 88.7,Whiff rate 41.2%,Chase rate 22.2%,One-season-only warning: no prior season trend context available.
h_830915,hitters,35 plate events / 5 BBE,17.14285714285714,0.95,Impact score 6.7,P90 EV wood-adj 88.4,Whiff rate 31.2%,Chase rate 40.9%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000078143,hitters,55 plate events / 11 BBE,21.818181818181813,0.95,Impact score 12.4,P90 EV wood-adj 92.9,Whiff rate 37.5%,Chase rate 37.9%,One-season-only warning: no prior season trend context available.
h_1000249503,hitters,54 plate events / 7 BBE,24.074074074074076,0.95,Impact score 6,P90 EV wood-adj 88.9,Whiff rate 31.8%,Chase rate 25.7%,One-season-only warning: no prior season trend context available.
h_823813,hitters,78 plate events / 8 BBE,17.948717948717956,0.95,Impact score 7.2,P90 EV wood-adj 93.2,Whiff rate 32%,Chase rate 25%,One-season-only warning: no prior season trend context available.
h_10111485,hitters,30 plate events / 7 BBE,23.33333333333333,0.95,Impact score 1.5,P90 EV wood-adj 78.5,Whiff rate 23.1%,Chase rate 37.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_695679,hitters,28 plate events / 3 BBE,25,0.95,Impact score 12.6,P90 EV wood-adj 86.7,Whiff rate 46.7%,Chase rate 47.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_805714,hitters,43 plate events / 6 BBE,20.930232558139537,0.95,Impact score 1.1,P90 EV wood-adj 76.9,Whiff rate 30.8%,Chase rate 11.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000357372,hitters,41 plate events / 3 BBE,19.51219512195121,0.95,Impact score 8.5,P90 EV wood-adj 89.3,Whiff rate 33.3%,Chase rate 30%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000305133,hitters,29 plate events / 5 BBE,34.48275862068965,0.95,Impact score 10.2,P90 EV wood-adj 93,Whiff rate 40%,Chase rate 40%,One-season-only warning: no prior season trend context available.
h_1000235814,hitters,28 plate events / 4 BBE,32.14285714285714,0.95,Impact score 3.9,P90 EV wood-adj 84,Whiff rate 28.6%,Chase rate 50%,Data completeness warning: review missing critical fields before trusting the board score.
h_805886,hitters,28 plate events / 4 BBE,28.57142857142857,0.95,Impact score 1,P90 EV wood-adj 61.2,Whiff rate 25%,Chase rate 35.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_10143361,hitters,33 plate events / 3 BBE,12.121212121212125,0.95,Impact score 4.6,P90 EV wood-adj 90.4,Whiff rate 37.5%,Chase rate 15%,One-season-only warning: no prior season trend context available.
h_1000121289,hitters,32 plate events / 2 BBE,6.25,0.95,Impact score 5.6,P90 EV wood-adj 86.6,Whiff rate 50%,Chase rate 5.6%,One-season-only warning: no prior season trend context available.
h_1000189730,hitters,45 plate events / 2 BBE,11.111111111111114,0.95,Impact score 1,P90 EV wood-adj 82.4,Whiff rate 33.3%,Chase rate 7.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_695728,hitters,28 plate events / 3 BBE,28.57142857142857,0.95,Impact score 1,P90 EV wood-adj 64.9,Whiff rate 25%,Chase rate 33.3%,One-season-only warning: no prior season trend context available.
h_1000136167,hitters,28 plate events / 4 BBE,21.42857142857143,0.95,Impact score 9.1,P90 EV wood-adj 93.1,Whiff rate 41.7%,Chase rate 37.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000332155,hitters,27 plate events / 4 BBE,22.222222222222214,0.95,Impact score 8.3,P90 EV wood-adj 85,Whiff rate 33.3%,Chase rate 30.8%,One-season-only warning: no prior season trend context available.
h_1000367095,hitters,48 plate events / 9 BBE,20.833333333333343,0.95,Impact score 1.4,P90 EV wood-adj 80.2,Whiff rate 25%,Chase rate 31%,Data completeness warning: review missing critical fields before trusting the board score.
h_805978,hitters,25 plate events / 5 BBE,24,0.95,Impact score 12.5,P90 EV wood-adj 93.8,Whiff rate 53.8%,Chase rate 33.3%,One-season-only warning: no prior season trend context available.
h_10147592,hitters,39 plate events / 6 BBE,28.205128205128204,0.95,Impact score 6.5,P90 EV wood-adj 90.5,Whiff rate 33.3%,Chase rate 30%,Data completeness warning: review missing critical fields before trusting the board score.
h_822407,hitters,38 plate events / 4 BBE,18.421052631578945,0.95,Impact score 3.2,P90 EV wood-adj 85.5,Whiff rate 30.8%,Chase rate 21.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_822739,hitters,25 plate events / 1 BBE,8,0.95,Impact score 3.9,P90 EV wood-adj 73.4,Whiff rate 40%,Chase rate 11.8%,One-season-only warning: no prior season trend context available.
h_831154,hitters,32 plate events / 5 BBE,28.125,0.95,Impact score 1.8,P90 EV wood-adj 84.7,Whiff rate 26.7%,Chase rate 41.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_806229,hitters,34 plate events / 2 BBE,17.64705882352942,0.95,Impact score 5.5,P90 EV wood-adj 83,Whiff rate 53.8%,Chase rate 20%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000102863,hitters,38 plate events / 3 BBE,28.94736842105263,0.95,Impact score 8.9,P90 EV wood-adj 91.3,Whiff rate 42.9%,Chase rate 36.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_831330,hitters,28 plate events / 2 BBE,17.85714285714286,0.95,Impact score 3.7,P90 EV wood-adj 87.9,Whiff rate 40%,Chase rate 14.3%,One-season-only warning: no prior season trend context available.
h_1000222762,hitters,39 plate events / 5 BBE,23.076923076923066,0.95,Impact score 1,P90 EV wood-adj 79.8,Whiff rate 33.3%,Chase rate 17.4%,One-season-only warning: no prior season trend context available.
h_808917,hitters,40 plate events / 3 BBE,20,0.95,Impact score 1,P90 EV wood-adj 68,Whiff rate 25%,Chase rate 32%,Data completeness warning: review missing critical fields before trusting the board score.
h_10179837,hitters,28 plate events / 2 BBE,7.142857142857139,0.95,Impact score 9.7,P90 EV wood-adj 89.2,Whiff rate 50%,Chase rate 26.3%,One-season-only warning: no prior season trend context available.
h_1000228907,hitters,32 plate events / 4 BBE,12.5,0.95,Impact score 10.9,P90 EV wood-adj 89.8,Whiff rate 53.8%,Chase rate 31.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_803325,hitters,37 plate events / 3 BBE,13.513513513513516,0.95,Impact score 2.1,P90 EV wood-adj 85.8,Whiff rate 36.4%,Chase rate 6.2%,One-season-only warning: no prior season trend context available.
h_801587,hitters,44 plate events / 7 BBE,25,0.95,Impact score 3.1,P90 EV wood-adj 89.1,Whiff rate 36.8%,Chase rate 20.8%,One-season-only warning: no prior season trend context available.
h_10105214,hitters,30 plate events / 1 BBE,13.333333333333329,0.95,Impact score 13,P90 EV wood-adj 82.3,Whiff rate 53.3%,Chase rate 47.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000181405,hitters,25 plate events / 5 BBE,28,0.95,Impact score 2.8,P90 EV wood-adj 88.6,Whiff rate 27.3%,Chase rate 41.2%,Data completeness warning: review missing critical fields before trusting the board score.
h_694682,hitters,25 plate events / 2 BBE,16,0.95,Impact score 9.6,P90 EV wood-adj 94,Whiff rate 54.5%,Chase rate 26.3%,One-season-only warning: no prior season trend context available.
h_1000127512,hitters,44 plate events / 10 BBE,22.727272727272734,0.95,Impact score 8.7,P90 EV wood-adj 92.9,Whiff rate 34.8%,Chase rate 46.2%,One-season-only warning: no prior season trend context available.
h_1000114974,hitters,34 plate events / 1 BBE,8.82352941176471,0.95,Impact score 8.6,P90 EV wood-adj 78.9,Whiff rate 63.6%,Chase rate 25%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000363616,hitters,29 plate events / 3 BBE,20.689655172413794,0.95,Impact score 5.6,P90 EV wood-adj 91.9,Whiff rate 42.9%,Chase rate 23.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_831542,hitters,37 plate events / 3 BBE,16.21621621621621,0.95,Impact score 2.1,P90 EV wood-adj 78.2,Whiff rate 40%,Chase rate 16.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000359928,hitters,31 plate events / 4 BBE,25.80645161290323,0.95,Impact score 10.1,P90 EV wood-adj 87,Whiff rate 46.7%,Chase rate 40%,One-season-only warning: no prior season trend context available.
h_1000050307,hitters,25 plate events / 3 BBE,12,0.95,Impact score 11.3,P90 EV wood-adj 89.3,Whiff rate 44.4%,Chase rate 35.7%,One-season-only warning: no prior season trend context available.
h_10147507,hitters,26 plate events / 3 BBE,15.384615384615387,0.95,Impact score 2.7,P90 EV wood-adj 77.7,Whiff rate 44.4%,Chase rate 6.2%,One-season-only warning: no prior season trend context available.
h_811245,hitters,26 plate events / 3 BBE,11.538461538461547,0.95,Impact score 2.5,P90 EV wood-adj 80.3,Whiff rate 55.6%,Chase rate 13.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_10109928,hitters,28 plate events / 2 BBE,17.85714285714286,0.95,Impact score 1.4,P90 EV wood-adj 74.2,Whiff rate 38.5%,Chase rate 16.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000366500,hitters,31 plate events / 3 BBE,12.903225806451616,0.95,Impact score 12.1,P90 EV wood-adj 88.3,Whiff rate 71.4%,Chase rate 42.1%,One-season-only warning: no prior season trend context available.
h_1000274071,hitters,27 plate events / 5 BBE,37.03703703703704,0.95,Impact score 3.3,P90 EV wood-adj 88.3,Whiff rate 33.3%,Chase rate 38.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_809844,hitters,46 plate events / 5 BBE,21.73913043478261,0.95,Impact score 10,P90 EV wood-adj 89.9,Whiff rate 38.9%,Chase rate 40%,One-season-only warning: no prior season trend context available.
h_1000274623,hitters,30 plate events / 5 BBE,23.33333333333333,0.95,Impact score 4.8,P90 EV wood-adj 83.8,Whiff rate 33.3%,Chase rate 30.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000327423,hitters,25 plate events / 1 BBE,16,0.95,Impact score 3.6,P90 EV wood-adj 73,Whiff rate 44.4%,Chase rate 20%,Data completeness warning: review missing critical fields before trusting the board score.
h_695543,hitters,28 plate events / 1 BBE,14.285714285714292,0.95,Impact score 7.6,P90 EV wood-adj 78,Whiff rate 36.4%,Chase rate 31.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000163426,hitters,25 plate events / 2 BBE,12,0.95,Impact score 7,P90 EV wood-adj 84.7,Whiff rate 45.5%,Chase rate 25%,One-season-only warning: no prior season trend context available.
h_811782,hitters,34 plate events / 3 BBE,17.64705882352942,0.95,Impact score 4.6,P90 EV wood-adj 86.5,Whiff rate 50%,Chase rate 20%,One-season-only warning: no prior season trend context available.
h_1000084643,hitters,27 plate events / 3 BBE,22.222222222222214,0.95,Impact score 10.7,P90 EV wood-adj 81.2,Whiff rate 50%,Chase rate 43.8%,One-season-only warning: no prior season trend context available.
h_10249678,hitters,29 plate events / 2 BBE,24.13793103448276,0.95,Impact score 5.1,P90 EV wood-adj 85.7,Whiff rate 30.8%,Chase rate 38.9%,One-season-only warning: no prior season trend context available.
h_822663,hitters,47 plate events / 0 BBE,21.276595744680847,0.95,Impact score NA,P90 EV wood-adj NA,Whiff rate 45%,Chase rate 24.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_701294,hitters,29 plate events / 2 BBE,17.241379310344826,0.95,Impact score 1,P90 EV wood-adj 81.2,Whiff rate 44.4%,Chase rate 14.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000240490,hitters,45 plate events / 4 BBE,13.333333333333329,0.95,Impact score 3.4,P90 EV wood-adj 89.9,Whiff rate 35.3%,Chase rate 25%,Data completeness warning: review missing critical fields before trusting the board score.
h_803293,hitters,26 plate events / 2 BBE,26.923076923076934,0.95,Impact score 1.3,P90 EV wood-adj 70.6,Whiff rate 33.3%,Chase rate 25%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000075486,hitters,25 plate events / 5 BBE,28,0.95,Impact score 3.6,P90 EV wood-adj 89.1,Whiff rate 35.7%,Chase rate 28.6%,One-season-only warning: no prior season trend context available.
h_1000191853,hitters,31 plate events / 1 BBE,3.225806451612897,0.95,Impact score 1,P90 EV wood-adj NA,Whiff rate 40%,Chase rate 5.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000133703,hitters,33 plate events / 3 BBE,18.181818181818173,0.95,Impact score 1,P90 EV wood-adj 78.1,Whiff rate 27.3%,Chase rate 30%,Data completeness warning: review missing critical fields before trusting the board score.
h_702606,hitters,46 plate events / 4 BBE,15.217391304347828,0.95,Impact score 1,P90 EV wood-adj 72.1,Whiff rate 46.7%,Chase rate 10.3%,One-season-only warning: no prior season trend context available.
h_1000136521,hitters,42 plate events / 1 BBE,11.904761904761912,0.95,Impact score 5.9,P90 EV wood-adj 76.4,Whiff rate 66.7%,Chase rate 25%,One-season-only warning: no prior season trend context available.
h_838106,hitters,30 plate events / 2 BBE,16.666666666666657,0.95,Impact score 1,P90 EV wood-adj 77.3,Whiff rate 37.5%,Chase rate 18.8%,One-season-only warning: no prior season trend context available.
h_808900,hitters,31 plate events / 6 BBE,25.80645161290323,0.95,Impact score 4.2,P90 EV wood-adj 90.8,Whiff rate 35.7%,Chase rate 30%,One-season-only warning: no prior season trend context available.
h_1000242524,hitters,28 plate events / 2 BBE,21.42857142857143,0.95,Impact score 5.4,P90 EV wood-adj 85.7,Whiff rate 45.5%,Chase rate 26.7%,One-season-only warning: no prior season trend context available.
h_803528,hitters,26 plate events / 1 BBE,7.692307692307693,0.95,Impact score 2.5,P90 EV wood-adj 70.6,Whiff rate 75%,Chase rate 21.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000077702,hitters,29 plate events / 2 BBE,24.13793103448276,0.95,Impact score 1,P90 EV wood-adj 23.1,Whiff rate 38.5%,Chase rate 21.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000094210,hitters,27 plate events / 4 BBE,22.222222222222214,0.95,Impact score 4.7,P90 EV wood-adj 90.6,Whiff rate 33.3%,Chase rate 35.3%,One-season-only warning: no prior season trend context available.
h_1000268346,hitters,26 plate events / 1 BBE,11.538461538461547,0.95,Impact score 1,P90 EV wood-adj 38.7,Whiff rate 50%,Chase rate 18.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_832296,hitters,28 plate events / 4 BBE,17.85714285714286,0.95,Impact score 1.8,P90 EV wood-adj 83.4,Whiff rate 50%,Chase rate 21.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000127736,hitters,44 plate events / 6 BBE,20.454545454545453,0.95,Impact score 4.7,P90 EV wood-adj 82.6,Whiff rate 35.3%,Chase rate 33.3%,One-season-only warning: no prior season trend context available.
h_10090716,hitters,35 plate events / 4 BBE,22.857142857142847,0.95,Impact score 5.3,P90 EV wood-adj 92.2,Whiff rate 38.5%,Chase rate 31.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_703548,hitters,38 plate events / 1 BBE,18.421052631578945,0.95,Impact score 3.9,P90 EV wood-adj 73.5,Whiff rate 33.3%,Chase rate 33.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000132133,hitters,31 plate events / 4 BBE,16.129032258064512,0.95,Impact score 2.3,P90 EV wood-adj 85.9,Whiff rate 40%,Chase rate 23.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000317779,hitters,28 plate events / 3 BBE,28.57142857142857,0.95,Impact score 1,P90 EV wood-adj 82.2,Whiff rate 35.7%,Chase rate 33.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_10092522,hitters,26 plate events / 2 BBE,23.076923076923066,0.95,Impact score 3,P90 EV wood-adj 77,Whiff rate 41.7%,Chase rate 29.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_831469,hitters,28 plate events / 4 BBE,14.285714285714292,0.95,Impact score 4.5,P90 EV wood-adj 89.1,Whiff rate 45.5%,Chase rate 27.8%,One-season-only warning: no prior season trend context available.
h_815369,hitters,27 plate events / 3 BBE,37.03703703703704,0.95,Impact score 1.3,P90 EV wood-adj 87.1,Whiff rate 41.2%,Chase rate 38.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000272666,hitters,33 plate events / 2 BBE,21.212121212121218,0.95,Impact score 1,P90 EV wood-adj 52.3,Whiff rate 29.4%,Chase rate 41.2%,One-season-only warning: no prior season trend context available.
h_695555,hitters,41 plate events / 4 BBE,26.829268292682926,0.95,Impact score 1.1,P90 EV wood-adj 85.4,Whiff rate 33.3%,Chase rate 36%,One-season-only warning: no prior season trend context available.
h_1000137851,hitters,25 plate events / 4 BBE,20,0.95,Impact score 4.5,P90 EV wood-adj 88.6,Whiff rate 46.2%,Chase rate 42.9%,One-season-only warning: no prior season trend context available.
h_827439,hitters,25 plate events / 4 BBE,28,0.95,Impact score 3,P90 EV wood-adj 88.7,Whiff rate 47.1%,Chase rate 53.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_809582,hitters,38 plate events / 3 BBE,21.05263157894737,0.95,Impact score 2.8,P90 EV wood-adj 88.8,Whiff rate 50%,Chase rate 35%,One-season-only warning: no prior season trend context available.
h_829665,hitters,36 plate events / 5 BBE,22.222222222222214,0.95,Impact score 2.7,P90 EV wood-adj 74.6,Whiff rate 35.3%,Chase rate 33.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000362594,hitters,25 plate events / 2 BBE,20,0.95,Impact score 2.6,P90 EV wood-adj 88.5,Whiff rate 37.5%,Chase rate 31.2%,One-season-only warning: no prior season trend context available.
h_1000113951,hitters,28 plate events / 2 BBE,17.85714285714286,0.95,Impact score 1.9,P90 EV wood-adj 78.4,Whiff rate 36.4%,Chase rate 31.6%,One-season-only warning: no prior season trend context available.
h_812449,hitters,51 plate events / 5 BBE,13.725490196078425,0.95,Impact score 1.8,P90 EV wood-adj 82.3,Whiff rate 38.1%,Chase rate 32.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000115951,hitters,28 plate events / 3 BBE,14.285714285714292,0.95,Impact score 1.8,P90 EV wood-adj 88.3,Whiff rate 69.2%,Chase rate 25%,Data completeness warning: review missing critical fields before trusting the board score.
